##########################################################################################
### CosmicWatch: The Desktop Muon Detector
### Questions? saxani@mit.edu
### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C] Name
##########################################################################################
Device ID: Swarm Of Rats
380 87386562 624 242.54 66147 22.19
381 87488771 174 29.79 66244 22.19
382 87874789 348 65.64 66519 22.19
383 88033383 465 122.12 66626 22.19
384 88086956 472 125.87 66676 22.19
385 88125767 358 69.10 66729 22.19
386 88693368 606 221.61 67152 22.19
387 88705828 297 52.13 67175 22.19
388 89111949 359 69.86 67486 22.19
389 89249227 380 78.12 67605 22.19
390 89477888 332 61.17 67803 22.19
391 89945769 483 132.60 68120 22.19
392 89989109 792 615.27 68162 22.19
393 90071906 252 43.42 68256 22.19
394 90323413 227 38.83 68429 22.19
395 90340453 207 35.26 68462 22.19
396 90591721 135 24.92 68638 22.19
397 91161470 624 242.54 69061 22.19
398 91281068 448 112.41 69159 22.19
399 91615719 364 71.71 69407 22.19
400 91667377 263 45.37 69453 22.19
401 91760519 399 87.30 69531 22.19
402 91987718 384 80.08 69696 22.19
403 92362519 532 156.20 69992 22.19
404 92660308 355 68.30 70204 22.19
405 93337335 71 19.06 70654 22.19
406 93375152 56 16.76 70695 22.19
407 93401848 287 50.23 70741 22.19
408 93693478 350 66.46 70983 22.19
409 94109368 166 28.62 71274 22.19
410 94128279 412 92.93 71319 22.19
411 94546402 415 95.00 71609 22.19
412 94666086 649 269.34 71699 22.19
413 94741746 211 35.96 71766 22.19
414 94905723 412 92.93 71907 22.19
415 95440729 385 80.11 72262 22.19
416 95485923 608 202.86 72305 22.19
417 96669131 56 16.76 73117 22.19
418 96780511 224 38.29 73219 22.19
419 96857551 401 87.91 73300 22.19
420 97217143 960 1674.43 73540 22.19
421 97597014 716 337.96 73822 22.19
422 97872424 440 109.25 74024 22.19
423 97914246 432 101.61 74066 22.19
424 98286323 344 64.67 74370 22.19
425 98347050 371 73.82 74422 22.19
426 98353952 369 73.42 74448 22.19
427 98738917 344 64.67 74726 22.19
428 98743234 414 93.93 74750 22.19
429 99126807 124 23.92 75006 22.19
430 99143988 396 85.28 75035 22.19
431 99171202 387 81.05 75077 22.19
432 99214819 355 68.30 75127 22.19
433 99220275 396 85.28 75149 22.19
434 99727869 775 556.41 75477 22.19
435 99766077 368 72.93 75525 22.19
436 100598894 252 43.42 76075 22.19
437 100809196 632 232.56 76219 22.19
438 100900848 604 210.97 76309 22.19
439 101419585 120 23.58 76647 22.19
440 101732429 211 35.96 76873 22.19
441 101829602 176 30.09 76952 22.19
442 102025634 563 181.65 77083 22.19
443 102057585 601 200.55 77121 22.19
444 102218546 518 151.06 77242 22.19
445 102223327 56 16.76 77264 22.19
446 102505674 504 143.61 77470 22.19
447 103394943 435 104.92 78085 22.19
448 103782233 227 38.83 78329 22.19
449 103807948 231 39.55 78364 22.19
450 103945959 304 53.73 78487 22.19
451 103988834 184 31.36 78535 22.19
452 104299127 463 119.23 78759 22.19
453 104831258 358 69.10 79145 22.19
454 104907485 192 32.67 79212 22.19
455 104935008 252 43.42 79251 22.19
456 105080735 273 47.25 79366 22.19
457 105228494 835 828.23 79475 22.19
458 105238280 504 143.61 79502 22.19
459 105397490 209 35.61 79639 22.19
460 105653084 152 26.78 79848 22.19
461 105849831 511 149.39 79996 22.19
462 105885276 366 72.41 80043 22.19
463 106123493 54 16.41 80244 22.19
464 106223454 408 90.57 80333 22.19
465 106315583 696 307.73 80415 22.19
466 106581979 120 23.58 80596 22.19
467 106692214 368 72.93 80700 22.19
468 106797998 505 145.23 80788 22.19
469 106991753 423 97.36 80927 22.19
470 107020752 419 97.20 80966 22.19
471 107029321 440 109.25 80993 22.19
472 107145271 318 57.28 81097 22.19
473 107308591 137 25.12 81228 22.19
474 107561141 478 129.43 81443 22.19
475 107767364 97 21.75 81586 22.19
476 107933180 572 183.73 81744 22.19
477 108034032 240 41.21 81837 22.19
478 108451787 399 87.30 82126 22.19
479 108498213 419 97.20 82176 22.19
480 108625358 529 156.43 82275 22.19
481 109004550 56 16.76 82543 22.19
482 109086558 659 253.36 82612 22.19
483 109193945 415 95.00 82689 22.19
484 109317028 579 187.32 82790 22.19
485 109419011 705 364.03 82875 22.19
486 110194571 88 20.96 83452 22.19
487 110537358 51 15.86 83707 22.19
488 110650746 568 189.84 83799 22.19
489 111038558 174 29.79 84080 22.19
490 111073419 81 20.25 84128 22.19
491 111269534 688 328.69 84269 22.19
492 111319412 231 39.55 84326 22.19
493 111493793 380 78.12 84456 22.19
494 111511773 691 332.16 84490 22.19
495 111607453 62 17.75 84560 22.19
496 111675323 163 28.20 84641 22.19
497 112103143 312 55.68 84945 22.19
498 112389048 391 82.35 85137 22.19
499 112398757 435 104.92 85169 22.19
500 112659458 86 20.77 85372 22.19
501 112788775 465 122.12 85472 22.19
502 112959817 248 42.69 85621 22.19
503 112988129 70 18.93 85653 22.19
504 113076472 348 65.64 85728 22.19
505 113725849 415 95.00 86163 22.19
506 114117039 728 431.28 86434 22.19
507 114236988 595 212.63 86553 22.19
508 114391139 384 80.08 86674 22.19
509 114859285 348 65.64 87026 22.19
510 114919260 451 113.08 87072 22.19
511 115049872 97 21.75 87178 22.19
512 115295603 263 45.37 87355 22.19
513 115326673 444 109.09 87391 22.19
514 115354630 696 307.73 87437 22.19
515 116096652 284 49.41 87912 22.19
516 116098392 625 226.08 87935 22.19
